time(s),F(N)
8.1625,73.28244
8.175,73.28244
8.1875,72.727564
8.200000000000001,72.727564
8.2125,72.727564
8.225,72.727564
8.2375,72.727564
8.25,73.094672
8.262500000000001,73.094672
8.275,73.094672
8.2875,73.094672
8.3,73.094672
8.3125,72.39083600000001
8.325000000000001,72.39083600000001
8.3375,72.39083600000001
8.35,72.39083600000001
8.3625,72.39083600000001
8.375,71.17524399999999
8.387500000000001,71.17524399999999
8.4,71.17524399999999
8.4125,71.17524399999999
8.425,71.17524399999999
8.4375,70.148988
8.450000000000001,70.148988
8.4625,70.148988
8.475,70.148988
8.4875,70.148988
8.5,68.532772
8.512500000000001,68.532772
8.525,68.532772
8.5375,68.532772
8.55,68.532772
8.5625,66.34894
8.575000000000001,66.34894
8.5875,66.34894
8.6,66.34894
8.6125,66.34894
8.625,65.57591599999999
8.637500000000001,65.57591599999999
8.65,65.57591599999999
8.6625,65.57591599999999
8.675,65.57591599999999
8.6875,64.31054
8.700000000000001,64.31054
8.7125,64.31054
8.725,64.31054
8.7375,64.31054
8.75,63.167272000000004
8.762500000000001,63.167272000000004
8.775,63.167272000000004
8.7875,63.167272000000004
8.8,63.167272000000004
8.8125,61.212171999999995
8.825000000000001,61.212171999999995
8.8375,61.212171999999995
8.85,61.212171999999995
8.8625,61.212171999999995
8.875,58.948764000000004
8.887500000000001,58.948764000000004
8.9,58.948764000000004
8.9125,58.948764000000004
8.925,58.948764000000004
8.9375,57.596952
8.950000000000001,57.596952
8.9625,57.596952
8.975,57.596952
8.9875,57.596952
9.0,55.980736
9.012500000000001,55.980736
9.025,55.980736
9.0375,55.980736
9.05,55.980736
9.0625,55.075019999999995
9.075000000000001,55.075019999999995
9.0875,55.075019999999995
9.1,55.075019999999995
9.1125,55.075019999999995
9.125,53.9735
9.137500000000001,53.9735
9.15,53.9735
9.1625,53.9735
9.175,53.9735
9.1875,51.420992
9.200000000000001,51.420992
9.2125,51.420992
9.225,51.420992
9.2375,51.420992
9.25,47.587428
9.262500000000001,47.587428
9.275,47.587428
9.2875,47.587428
9.3,47.587428
9.3125,44.453388000000004
9.325000000000001,44.453388000000004
9.3375,44.453388000000004
9.35,44.453388000000004
9.3625,44.453388000000004
9.375,43.547672
9.387500000000001,43.547672
9.4,43.547672
9.4125,43.547672
9.425,43.547672
9.4375,41.957524
9.450000000000001,41.957524
9.4625,41.957524
9.475,41.957524
9.4875,41.957524
9.5,39.629239999999996
9.512500000000001,39.629239999999996
9.525,39.629239999999996
9.5375,39.629239999999996
9.55,39.629239999999996
9.5625,37.591624
9.575000000000001,37.591624
9.5875,37.591624
9.600000000000001,37.591624
9.6125,37.591624
9.625,34.350176
9.637500000000001,34.350176
9.65,34.350176
9.662500000000001,34.350176
9.675,34.350176
9.6875,30.432528
9.700000000000001,30.432528
9.7125,30.432528
9.725000000000001,30.432528
9.7375,30.432528
9.75,28.642068000000002
9.762500000000001,28.642068000000002
9.775,28.642068000000002
9.787500000000001,28.642068000000002
9.8,28.642068000000002
9.8125,27.069756
9.825000000000001,27.069756
9.8375,27.069756
9.850000000000001,27.069756
9.8625,27.069756
9.875,25.291252
9.887500000000001,25.291252
9.9,25.291252
9.912500000000001,25.291252
9.925,25.291252
9.9375,22.367912
9.950000000000001,22.367912
9.9625,22.367912
9.975000000000001,22.367912
9.9875,22.367912
10.0,18.704084
10.012500000000001,18.704084
10.025,18.704084
10.037500000000001,18.704084
10.05,18.704084
10.0625,15.483608
10.075000000000001,15.483608
10.0875,15.483608
10.100000000000001,15.483608
10.1125,15.483608
10.125,12.787431999999999
10.137500000000001,12.787431999999999
10.15,12.787431999999999
10.162500000000001,12.787431999999999
10.175,12.787431999999999
10.1875,10.474044000000001
10.200000000000001,10.474044000000001
10.2125,10.474044000000001
10.225000000000001,10.474044000000001
10.2375,10.474044000000001
10.25,8.221808
10.262500000000001,8.221808
10.275,8.221808
10.287500000000001,8.221808
10.3,8.221808
10.3125,5.941936
10.325000000000001,5.941936
10.3375,5.941936
10.350000000000001,5.941936
10.3625,5.941936
10.375,3.6122799999999997
10.387500000000001,3.6122799999999997
10.4,3.6122799999999997
10.412500000000001,3.6122799999999997
10.425,3.6122799999999997
10.4375,1.8032
10.450000000000001,1.8032
10.4625,1.8032
10.475000000000001,1.8032
10.4875,1.8032
